Clade,clade_prob_y,clade_prob_x,method_y,method_x
"{ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL21.fasta,ESBL22.fasta}",4.4439506721475393e-4,0,NP_Canu,PB_Unicycler
"{ESBL07.fasta,ESBL10.fasta}",3.3329630041106545e-4,0,NP_Canu,PB_Unicycler
"{ESBL09.fasta,ESBL11.fasta,ESBL12.fasta,ESBL13.fasta,ESBL18.fasta,ESBL25.fasta,ESBL26.fasta}",1.1109876680368848e-4,0,NP_Canu,PB_Unicycler
"{ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL19.fasta,ESBL20.fasta,ESBL22.fasta}",1.1109876680368848e-4,0,NP_Canu,PB_Unicycler
"{ESBL03.fasta,ESBL07.fasta,ESBL08.fasta,ESBL22.fasta}",1.1109876680368848e-4,0,NP_Canu,PB_Unicycler
"{ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL22.fasta}",1.1109876680368848e-4,0,NP_Canu,PB_Unicycler
"{ESBL05.fasta,ESBL06.fasta}",1,1,NP_Canu_Hybrid_Polished,Illumina_SPAdes
"{ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta}",1,1,NP_Canu_Hybrid_Polished,Illumina_SPAdes
"{ESBL01.fasta,ESBL02.fasta,ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL17.fasta,ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta}",1,1,NP_Canu_Hybrid_Polished,Illumina_SPAdes
"{ESBL05.fasta,ESBL06.fasta,ESBL15.fasta,ESBL16.fasta}",1,1,NP_Canu_Hybrid_Polished,Illumina_SPAdes
"{ESBL05.fasta,ESBL06.fasta,ESBL14.fasta,ESBL15.fasta,ESBL16.fasta}",1,1,NP_Canu_Hybrid_Polished,Illumina_SPAdes
"{ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL17.fasta,ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta}",1,1,NP_Canu_Hybrid_Polished,Illumina_SPAdes
"{ESBL02.fasta,ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL17.fasta,ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta}",1,1,NP_Canu_Hybrid_Polished,Illumina_SPAdes
"{ESBL03.fasta,ESBL10.fasta}",1,1,NP_Canu_Hybrid_Polished,Illumina_SPAdes
"{ESBL07.fasta,ESBL08.fasta}",1,1,NP_Canu_Hybrid_Polished,Illumina_SPAdes
"{ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta}",1,1,NP_Canu_Hybrid_Polished,Illumina_SPAdes
"{ESBL25.fasta,ESBL26.fasta}",1,1,NP_Canu_Hybrid_Polished,Illumina_SPAdes
"{ESBL09.fasta,ESBL12.fasta}",1,1,NP_Canu_Hybrid_Polished,Illumina_SPAdes
"{ESBL01.fasta,ESBL02.fasta,ESBL03.fasta,ESBL04.fasta,ESBL05.fasta,ESBL06.fasta,ESBL07.fasta,ESBL08.fasta,ESBL09.fasta,ESBL10.fasta,ESBL11.fasta,ESBL12.fasta,ESBL13.fasta,ESBL14.fasta,ESBL15.fasta,ESBL16.fasta,ESBL17.fasta,ESBL18.fasta,ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta,ESBL25.fasta,ESBL26.fasta}",1,1,NP_Canu_Hybrid_Polished,Illumina_SPAdes
"{ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL17.fasta}",1,1,NP_Canu_Hybrid_Polished,Illumina_SPAdes
"{ESBL19.fasta,ESBL20.fasta}",1,1,NP_Canu_Hybrid_Polished,Illumina_SPAdes
"{ESBL15.fasta,ESBL16.fasta}",1,1,NP_Canu_Hybrid_Polished,Illumina_SPAdes
"{ESBL01.fasta,ESBL02.fasta,ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL11.fasta,ESBL13.fasta,ESBL17.fasta,ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta}",1,1,NP_Canu_Hybrid_Polished,Illumina_SPAdes
"{ESBL05.fasta,ESBL06.fasta,ESBL09.fasta,ESBL12.fasta,ESBL14.fasta,ESBL15.fasta,ESBL16.fasta,ESBL18.fasta,ESBL25.fasta,ESBL26.fasta}",1,1,NP_Canu_Hybrid_Polished,Illumina_SPAdes
"{ESBL11.fasta,ESBL13.fasta}",1,1,NP_Canu_Hybrid_Polished,Illumina_SPAdes
"{ESBL18.fasta,ESBL25.fasta,ESBL26.fasta}",1,1,NP_Canu_Hybrid_Polished,Illumina_SPAdes
"{ESBL09.fasta,ESBL12.fasta,ESBL18.fasta,ESBL25.fasta,ESBL26.fasta}",1,1,NP_Canu_Hybrid_Polished,Illumina_SPAdes
"{ESBL04.fasta,ESBL07.fasta,ESBL08.fasta}",0.4948339073436285,0.47272525274969446,NP_Canu_Hybrid_Polished,Illumina_SPAdes
"{ESBL03.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta}",0.27052549716698143,0.32940784357293634,NP_Canu_Hybrid_Polished,Illumina_SPAdes
"{ESBL03.fasta,ESBL04.fasta,ESBL10.fasta}",0.23464059548939006,0.19786690367736917,NP_Canu_Hybrid_Polished,Illumina_SPAdes
"{ESBL12.fasta,ESBL18.fasta,ESBL25.fasta,ESBL26.fasta}",0,1,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL09.fasta,ESBL12.fasta,ESBL18.fasta,ESBL25.fasta,ESBL26.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL15.fasta,ESBL16.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL25.fasta,ESBL26.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL11.fasta,ESBL13.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL01.fasta,ESBL02.fasta,ESBL03.fasta,ESBL04.fasta,ESBL05.fasta,ESBL06.fasta,ESBL07.fasta,ESBL08.fasta,ESBL09.fasta,ESBL10.fasta,ESBL11.fasta,ESBL12.fasta,ESBL13.fasta,ESBL14.fasta,ESBL15.fasta,ESBL16.fasta,ESBL17.fasta,ESBL18.fasta,ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta,ESBL25.fasta,ESBL26.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL01.fasta,ESBL02.fasta,ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL17.fasta,ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL02.fasta,ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL17.fasta,ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta}",0,1,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL05.fasta,ESBL06.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL05.fasta,ESBL06.fasta,ESBL15.fasta,ESBL16.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL05.fasta,ESBL06.fasta,ESBL14.fasta,ESBL15.fasta,ESBL16.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL17.fasta,ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL22.fasta}",0,1,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL05.fasta,ESBL06.fasta,ESBL09.fasta,ESBL12.fasta,ESBL14.fasta,ESBL15.fasta,ESBL16.fasta,ESBL18.fasta,ESBL25.fasta,ESBL26.fasta}",1,0.9998889012331963,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL07.fasta,ESBL22.fasta}",0,0.999666703699589,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL19.fasta,ESBL20.fasta}",1,0.9993334073991779,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL19.fasta,ESBL20.fasta,ESBL21.fasta}",0,0.9987779135651594,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL22.fasta}",0,0.9972225308299077,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL08.fasta,ESBL10.fasta}",0,0.9910009998889012,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL03.fasta,ESBL04.fasta}",0,0.9795578269081213,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL05.fasta,ESBL06.fasta,ESBL09.fasta,ESBL11.fasta,ESBL12.fasta,ESBL13.fasta,ESBL14.fasta,ESBL15.fasta,ESBL16.fasta,ESBL18.fasta,ESBL25.fasta,ESBL26.fasta}",0,0.8602377513609599,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL01.fasta,ESBL02.fasta,ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL11.fasta,ESBL13.fasta,ESBL17.fasta,ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta}",1,0.1397622486390401,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL03.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL22.fasta}",0,0.020331074325074992,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL07.fasta,ESBL10.fasta,ESBL22.fasta}",0,0.004443950672147539,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL07.fasta,ESBL08.fasta,ESBL22.fasta}",0,0.004332851905343851,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL03.fasta,ESBL08.fasta}",0,0.0026663704032885236,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL19.fasta,ESBL21.fasta}",0,6.665926008221309e-4,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL20.fasta,ESBL22.fasta}",0,6.665926008221309e-4,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL21.fasta,ESBL22.fasta}",0,4.4439506721475393e-4,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL07.fasta,ESBL10.fasta}",0,3.3329630041106545e-4,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL09.fasta,ESBL11.fasta,ESBL12.fasta,ESBL13.fasta,ESBL18.fasta,ESBL25.fasta,ESBL26.fasta}",0,1.1109876680368848e-4,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL03.fasta,ESBL10.fasta}",1,1.1109876680368848e-4,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL03.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta}",0.27052549716698143,1.1109876680368848e-4,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL19.fasta,ESBL20.fasta,ESBL22.fasta}",0,1.1109876680368848e-4,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL03.fasta,ESBL07.fasta,ESBL08.fasta,ESBL22.fasta}",0,1.1109876680368848e-4,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL22.fasta}",0,1.1109876680368848e-4,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL19.fasta,ESBL20.fasta,ESBL22.fasta}",1,0,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta}",1,0,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL07.fasta,ESBL08.fasta}",1,0,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta}",1,0,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL09.fasta,ESBL12.fasta}",1,0,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL17.fasta}",1,0,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL04.fasta,ESBL07.fasta,ESBL08.fasta}",0.4948339073436285,0,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL03.fasta,ESBL04.fasta,ESBL10.fasta}",0.23464059548939006,0,NP_Canu_Hybrid_Polished,NP_Canu
"{ESBL05.fasta,ESBL06.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_SPAdes
"{ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_SPAdes
"{ESBL01.fasta,ESBL02.fasta,ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL17.fasta,ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_SPAdes
"{ESBL05.fasta,ESBL06.fasta,ESBL15.fasta,ESBL16.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_SPAdes
"{ESBL05.fasta,ESBL06.fasta,ESBL14.fasta,ESBL15.fasta,ESBL16.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_SPAdes
"{ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL17.fasta,ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_SPAdes
"{ESBL02.fasta,ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL17.fasta,ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_SPAdes
"{ESBL03.fasta,ESBL10.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_SPAdes
"{ESBL07.fasta,ESBL08.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_SPAdes
"{ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_SPAdes
"{ESBL25.fasta,ESBL26.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_SPAdes
"{ESBL09.fasta,ESBL12.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_SPAdes
"{ESBL01.fasta,ESBL02.fasta,ESBL03.fasta,ESBL04.fasta,ESBL05.fasta,ESBL06.fasta,ESBL07.fasta,ESBL08.fasta,ESBL09.fasta,ESBL10.fasta,ESBL11.fasta,ESBL12.fasta,ESBL13.fasta,ESBL14.fasta,ESBL15.fasta,ESBL16.fasta,ESBL17.fasta,ESBL18.fasta,ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta,ESBL25.fasta,ESBL26.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_SPAdes
"{ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL17.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_SPAdes
"{ESBL19.fasta,ESBL20.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_SPAdes
"{ESBL15.fasta,ESBL16.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_SPAdes
"{ESBL01.fasta,ESBL02.fasta,ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL11.fasta,ESBL13.fasta,ESBL17.fasta,ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_SPAdes
"{ESBL05.fasta,ESBL06.fasta,ESBL09.fasta,ESBL12.fasta,ESBL14.fasta,ESBL15.fasta,ESBL16.fasta,ESBL18.fasta,ESBL25.fasta,ESBL26.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_SPAdes
"{ESBL11.fasta,ESBL13.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_SPAdes
"{ESBL18.fasta,ESBL25.fasta,ESBL26.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_SPAdes
"{ESBL09.fasta,ESBL12.fasta,ESBL18.fasta,ESBL25.fasta,ESBL26.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_SPAdes
"{ESBL04.fasta,ESBL07.fasta,ESBL08.fasta}",0.4948339073436285,0.44683924008443504,NP_Canu_Hybrid_Polished,NP_SPAdes
"{ESBL03.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta}",0.27052549716698143,0.31696478169092324,NP_Canu_Hybrid_Polished,NP_SPAdes
"{ESBL03.fasta,ESBL04.fasta,ESBL10.fasta}",0.23464059548939006,0.2361959782246417,NP_Canu_Hybrid_Polished,NP_SPAdes
"{ESBL05.fasta,ESBL06.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Unicycler
"{ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Unicycler
"{ESBL01.fasta,ESBL02.fasta,ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL17.fasta,ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Unicycler
"{ESBL05.fasta,ESBL06.fasta,ESBL15.fasta,ESBL16.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Unicycler
"{ESBL05.fasta,ESBL06.fasta,ESBL14.fasta,ESBL15.fasta,ESBL16.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Unicycler
"{ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL17.fasta,ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Unicycler
"{ESBL02.fasta,ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL17.fasta,ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Unicycler
"{ESBL03.fasta,ESBL10.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Unicycler
"{ESBL07.fasta,ESBL08.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Unicycler
"{ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Unicycler
"{ESBL25.fasta,ESBL26.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Unicycler
"{ESBL09.fasta,ESBL12.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Unicycler
"{ESBL01.fasta,ESBL02.fasta,ESBL03.fasta,ESBL04.fasta,ESBL05.fasta,ESBL06.fasta,ESBL07.fasta,ESBL08.fasta,ESBL09.fasta,ESBL10.fasta,ESBL11.fasta,ESBL12.fasta,ESBL13.fasta,ESBL14.fasta,ESBL15.fasta,ESBL16.fasta,ESBL17.fasta,ESBL18.fasta,ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta,ESBL25.fasta,ESBL26.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Unicycler
"{ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL17.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Unicycler
"{ESBL19.fasta,ESBL20.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Unicycler
"{ESBL15.fasta,ESBL16.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Unicycler
"{ESBL01.fasta,ESBL02.fasta,ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL11.fasta,ESBL13.fasta,ESBL17.fasta,ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Unicycler
"{ESBL05.fasta,ESBL06.fasta,ESBL09.fasta,ESBL12.fasta,ESBL14.fasta,ESBL15.fasta,ESBL16.fasta,ESBL18.fasta,ESBL25.fasta,ESBL26.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Unicycler
"{ESBL11.fasta,ESBL13.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Unicycler
"{ESBL18.fasta,ESBL25.fasta,ESBL26.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Unicycler
"{ESBL09.fasta,ESBL12.fasta,ESBL18.fasta,ESBL25.fasta,ESBL26.fasta}",1,1,NP_Canu_Hybrid_Polished,NP_Unicycler
"{ESBL04.fasta,ESBL07.fasta,ESBL08.fasta}",0.4948339073436285,0.43928452394178424,NP_Canu_Hybrid_Polished,NP_Unicycler
"{ESBL03.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta}",0.27052549716698143,0.3190756582601933,NP_Canu_Hybrid_Polished,NP_Unicycler
"{ESBL03.fasta,ESBL04.fasta,ESBL10.fasta}",0.23464059548939006,0.24163981779802243,NP_Canu_Hybrid_Polished,NP_Unicycler
"{ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta}",1,1,NP_Canu_Hybrid_Polished,PB_Canu
"{ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL17.fasta,ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta}",1,1,NP_Canu_Hybrid_Polished,PB_Canu
"{ESBL02.fasta,ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL17.fasta,ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta}",1,1,NP_Canu_Hybrid_Polished,PB_Canu
"{ESBL01.fasta,ESBL02.fasta,ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL17.fasta,ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta}",1,1,NP_Canu_Hybrid_Polished,PB_Canu
"{ESBL25.fasta,ESBL26.fasta}",1,1,NP_Canu_Hybrid_Polished,PB_Canu
"{ESBL18.fasta,ESBL25.fasta,ESBL26.fasta}",1,1,NP_Canu_Hybrid_Polished,PB_Canu
"{ESBL03.fasta,ESBL10.fasta}",1,1,NP_Canu_Hybrid_Polished,PB_Canu
"{ESBL07.fasta,ESBL08.fasta}",1,1,NP_Canu_Hybrid_Polished,PB_Canu
"{ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta}",1,1,NP_Canu_Hybrid_Polished,PB_Canu
"{ESBL01.fasta,ESBL02.fasta,ESBL03.fasta,ESBL04.fasta,ESBL05.fasta,ESBL06.fasta,ESBL07.fasta,ESBL08.fasta,ESBL09.fasta,ESBL10.fasta,ESBL11.fasta,ESBL12.fasta,ESBL13.fasta,ESBL14.fasta,ESBL15.fasta,ESBL16.fasta,ESBL17.fasta,ESBL18.fasta,ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta,ESBL25.fasta,ESBL26.fasta}",1,1,NP_Canu_Hybrid_Polished,PB_Canu
"{ESBL09.fasta,ESBL12.fasta}",1,1,NP_Canu_Hybrid_Polished,PB_Canu
"{ESBL09.fasta,ESBL12.fasta,ESBL18.fasta,ESBL25.fasta,ESBL26.fasta}",1,1,NP_Canu_Hybrid_Polished,PB_Canu
"{ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL17.fasta}",1,1,NP_Canu_Hybrid_Polished,PB_Canu
"{ESBL19.fasta,ESBL20.fasta}",1,1,NP_Canu_Hybrid_Polished,PB_Canu
"{ESBL15.fasta,ESBL16.fasta}",1,1,NP_Canu_Hybrid_Polished,PB_Canu
"{ESBL05.fasta,ESBL06.fasta}",1,1,NP_Canu_Hybrid_Polished,PB_Canu
"{ESBL05.fasta,ESBL06.fasta,ESBL15.fasta,ESBL16.fasta}",1,1,NP_Canu_Hybrid_Polished,PB_Canu
"{ESBL05.fasta,ESBL06.fasta,ESBL14.fasta,ESBL15.fasta,ESBL16.fasta}",1,1,NP_Canu_Hybrid_Polished,PB_Canu
"{ESBL05.fasta,ESBL06.fasta,ESBL09.fasta,ESBL12.fasta,ESBL14.fasta,ESBL15.fasta,ESBL16.fasta,ESBL18.fasta,ESBL25.fasta,ESBL26.fasta}",1,1,NP_Canu_Hybrid_Polished,PB_Canu
"{ESBL01.fasta,ESBL02.fasta,ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL11.fasta,ESBL13.fasta,ESBL17.fasta,ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta}",1,1,NP_Canu_Hybrid_Polished,PB_Canu
"{ESBL11.fasta,ESBL13.fasta}",1,1,NP_Canu_Hybrid_Polished,PB_Canu
"{ESBL04.fasta,ESBL07.fasta,ESBL08.fasta}",0.4948339073436285,0.5697144761693145,NP_Canu_Hybrid_Polished,PB_Canu
"{ESBL03.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta}",0.27052549716698143,0.22108654593934007,NP_Canu_Hybrid_Polished,PB_Canu
"{ESBL03.fasta,ESBL04.fasta,ESBL10.fasta}",0.23464059548939006,0.2091989778913454,NP_Canu_Hybrid_Polished,PB_Canu
"{ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta}",1,1,NP_Canu_Hybrid_Polished,PB_Canu_Hybrid_Polished
"{ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL17.fasta,ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta}",1,1,NP_Canu_Hybrid_Polished,PB_Canu_Hybrid_Polished
"{ESBL02.fasta,ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL17.fasta,ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta}",1,1,NP_Canu_Hybrid_Polished,PB_Canu_Hybrid_Polished
"{ESBL01.fasta,ESBL02.fasta,ESBL03.fasta,ESBL04.fasta,ESBL07.fasta,ESBL08.fasta,ESBL10.fasta,ESBL17.fasta,ESBL19.fasta,ESBL20.fasta,ESBL21.fasta,ESBL22.fasta}",1,1,NP_Canu_Hybrid_Polished,PB_Canu_Hybrid_Polished
